programCode,AcademicYear,UserUID,examID,CourseCode,CourseName,Semester,CourseOutcomeID,CourseOutcome,Threshold,Target,scoreAwarded,TotalPoints,DifficultyLevel,TaxonomyID,percentage,attainment,Exam_type,Mapping
CSE,2017-2018,2,2c9fadbd7804835e017807d14815006e,15MAT201,Discrete Mathematics,2,8a838345695bde660169b8afcc104723,Understand the basic principles of sets and operations in sets.,45,60,9.1,10,1,2,0.91,1,2,"3,3,2,0,0,0,0,0,0,0,0,0,0,0"
CSE,2017-2018,2,2c9fadbd7804835e017807d14815006e,15MAT201,Discrete Mathematics,2,8a838345695bde660169b8bffafa54f4,Ability to demonstrate an understanding of relations and functions and be able to determine  their properties,45,60,9.1,10,1,2,0.91,1,2,"3,3,2,0,0,0,0,0,0,0,0,0,0,0"
CSE,2017-2018,2,2c9fadbd7804835e017807d14815006e,15MAT201,Discrete Mathematics,2,8a838345695bde660169be9415b069e7,Ability to  demonstrate different traversal methods for trees and graphs,45,60,9.1,10,1,2,0.91,1,2,"3,2,1,0,0,0,0,0,0,0,0,0,0,0"
CSE,2017-2018,2,2c9fadbd7804835e017807d14815006e,15MAT201,Discrete Mathematics,2,8a838345695bde660169be94a2006a25,Ability to Model problems in Computer Science using graphs and tree.,45,60,9.1,10,1,2,0.91,1,2,"2,3,2,0,0,0,0,0,0,0,0,0,0,0"
CSE,2017-2018,2,2c9fadbd7804835e017807d14bba0085,15MAT201,Discrete Mathematics,2,8a838345683c675d016875389dfc21fb,Understand how to write an argument using logical notation and determine if the argument is        or is not valid.,45,60,3.6,4,1,2,0.9,1,3,"3,2,1,0,0,0,0,0,0,0,0,0,0,0"
CSE,2017-2018,2,2c9fadbd7804835e017807d14bba0085,15MAT201,Discrete Mathematics,2,8a838345695bde660169b8afcc104723,Understand the basic principles of sets and operations in sets.,45,60,3.6,4,1,2,0.9,1,3,"3,3,2,0,0,0,0,0,0,0,0,0,0,0"
CSE,2017-2018,2,2c9fadbd7804835e017807d14bba0085,15MAT201,Discrete Mathematics,2,8a838345695bde660169b8bffafa54f4,Ability to demonstrate an understanding of relations and functions and be able to determine  their properties,45,60,3.6,4,1,2,0.9,1,3,"3,3,2,0,0,0,0,0,0,0,0,0,0,0"
CSE,2017-2018,2,2c9fadbd7804835e017807d14bba0085,15MAT201,Discrete Mathematics,2,8a838345695bde660169be9415b069e7,Ability to  demonstrate different traversal methods for trees and graphs,45,60,3.6,4,1,2,0.9,1,3,"3,2,1,0,0,0,0,0,0,0,0,0,0,0"
CSE,2017-2018,2,2c9fadbd7804835e017807d14bba0085,15MAT201,Discrete Mathematics,2,8a838345695bde660169be94a2006a25,Ability to Model problems in Computer Science using graphs and tree.,45,60,3.6,4,1,2,0.9,1,3,"2,3,2,0,0,0,0,0,0,0,0,0,0,0"
CSE,2017-2018,2,2c9fadbd7804835e017807d150bc00b0,15MAT201,Discrete Mathematics,2,8a838345683c675d016875389dfc21fb,Understand how to write an argument using logical notation and determine if the argument is        or is not valid.,45,60,10.2,20,1,2,0.51,1,4,"3,2,1,0,0,0,0,0,0,0,0,0,0,0"
CSE,2017-2018,2,2c9fadbd7804835e017807d150bc00b0,15MAT201,Discrete Mathematics,2,8a838345695bde660169b8afcc104723,Understand the basic principles of sets and operations in sets.,45,60,16.6,20,1,2,0.83,1,4,"3,3,2,0,0,0,0,0,0,0,0,0,0,0"
CSE,2017-2018,2,2c9fadbd7804835e017807d150bc00b0,15MAT201,Discrete Mathematics,2,8a838345695bde660169b8bffafa54f4,Ability to demonstrate an understanding of relations and functions and be able to determine  their properties,45,60,17.6,20,1,2,0.88,1,4,"3,3,2,0,0,0,0,0,0,0,0,0,0,0"
CSE,2017-2018,2,2c9fadbd7804835e017807d150bc00b0,15MAT201,Discrete Mathematics,2,8a838345695bde660169be9415b069e7,Ability to  demonstrate different traversal methods for trees and graphs,45,60,9.2,20,1,2,0.46,1,4,"3,2,1,0,0,0,0,0,0,0,0,0,0,0"
CSE,2017-2018,2,2c9fadbd7804835e017807d150bc00b0,15MAT201,Discrete Mathematics,2,8a838345695bde660169be94a2006a25,Ability to Model problems in Computer Science using graphs and tree.,45,60,13.4,20,1,2,0.67,1,4,"2,3,2,0,0,0,0,0,0,0,0,0,0,0"
CSE,2018-2019,2,2c9fadbd782db63a0178315c17ea2159,15CSE313,Software Engineering,3,8a838345695bde6601699aaf65fe1fec,Understand the principles of software engineering,50,60,4.8,10,1,2,0.48,0,1,"1,0,0,0,0,0,0,0,0,0,1,0,0,0"
CSE,2018-2019,2,2c9fadbd782db63a0178315c17ea2159,15CSE313,Software Engineering,3,8a838345695bde6601699aafb9b61ff3,Understand various software process models,50,60,4.8,10,1,2,0.48,0,1,"1,3,2,0,0,0,0,0,0,0,0,0,0,0"
CSE,2018-2019,2,2c9fadbd782db63a0178315c17ea2159,15CSE313,Software Engineering,3,8a838345695bde6601699aaffdb81ffa,Apply the appropriate design methodology for a real world application,50,60,4.8,10,1,2,0.48,0,1,"2,1,3,0,2,0,0,0,1,0,0,0,0,0"
CSE,2018-2019,2,2c9fadbd782db63a0178315c17ea2159,15CSE313,Software Engineering,3,8a838345695bde6601699ab087462004,Evaluate a system developed for real-world applications in Agile Mode,50,60,4.8,10,1,2,0.48,0,1,"2,2,3,0,3,0,0,0,3,1,2,0,0,0"
CSE,2018-2019,2,2c9fadbd782db63a0178315c1c7d2180,15CSE313,Software Engineering,3,8a838345695bde6601699aaf65fe1fec,Understand the principles of software engineering,50,60,4.6,10,1,2,0.46,0,2,"1,0,0,0,0,0,0,0,0,0,1,0,0,0"
CSE,2018-2019,2,2c9fadbd782db63a0178315c1c7d2180,15CSE313,Software Engineering,3,8a838345695bde6601699aafb9b61ff3,Understand various software process models,50,60,4.6,10,1,2,0.46,0,2,"1,3,2,0,0,0,0,0,0,0,0,0,0,0"
CSE,2018-2019,2,2c9fadbd782db63a0178315c1c7d2180,15CSE313,Software Engineering,3,8a838345695bde6601699aaffdb81ffa,Apply the appropriate design methodology for a real world application,50,60,4.6,10,1,2,0.46,0,2,"2,1,3,0,2,0,0,0,1,0,0,0,0,0"
CSE,2018-2019,2,2c9fadbd782db63a0178315c1c7d2180,15CSE313,Software Engineering,3,8a838345695bde6601699ab087462004,Evaluate a system developed for real-world applications in Agile Mode,50,60,4.6,10,1,2,0.46,0,2,"2,2,3,0,3,0,0,0,3,1,2,0,0,0"
CSE,2018-2019,2,2c9fadbd782db63a0178315c212c2198,15CSE313,Software Engineering,3,8a838345695bde6601699aaf65fe1fec,Understand the principles of software engineering,50,60,1.8,2,1,2,0.9,1,3,"1,0,0,0,0,0,0,0,0,0,1,0,0,0"
CSE,2018-2019,2,2c9fadbd782db63a0178315c212c2198,15CSE313,Software Engineering,3,8a838345695bde6601699aafb9b61ff3,Understand various software process models,50,60,1.8,2,1,2,0.9,1,3,"1,3,2,0,0,0,0,0,0,0,0,0,0,0"
CSE,2018-2019,2,2c9fadbd782db63a0178315c212c2198,15CSE313,Software Engineering,3,8a838345695bde6601699aaffdb81ffa,Apply the appropriate design methodology for a real world application,50,60,1.8,2,1,2,0.9,1,3,"2,1,3,0,2,0,0,0,1,0,0,0,0,0"
CSE,2018-2019,2,2c9fadbd782db63a0178315c212c2198,15CSE313,Software Engineering,3,8a838345695bde6601699ab087462004,Evaluate a system developed for real-world applications in Agile Mode,50,60,1.8,2,1,2,0.9,1,3,"2,2,3,0,3,0,0,0,3,1,2,0,0,0"
CSE,2018-2019,2,2c9fadbd782db63a0178315c270321c4,15CSE313,Software Engineering,3,8a838345695bde6601699aaf65fe1fec,Understand the principles of software engineering,50,60,3.9,10,1,2,0.39,0,4,"1,0,0,0,0,0,0,0,0,0,1,0,0,0"
CSE,2018-2019,2,2c9fadbd782db63a0178315c270321c4,15CSE313,Software Engineering,3,8a838345695bde6601699aafb9b61ff3,Understand various software process models,50,60,7.7,10,1,2,0.77,1,4,"1,3,2,0,0,0,0,0,0,0,0,0,0,0"
CSE,2018-2019,2,2c9fadbd782db63a0178315c270321c4,15CSE313,Software Engineering,3,8a838345695bde6601699aaffdb81ffa,Apply the appropriate design methodology for a real world application,50,60,8,10,1,2,0.8,1,4,"2,1,3,0,2,0,0,0,1,0,0,0,0,0"
CSE,2018-2019,2,2c9fadbd782db63a0178315c270321c4,15CSE313,Software Engineering,3,8a838345695bde6601699ab087462004,Evaluate a system developed for real-world applications in Agile Mode,50,60,3.6,10,1,2,0.36,0,4,"2,2,3,0,3,0,0,0,3,1,2,0,0,0"
CSE,2018-2019,2,8a838345695bde6601698fce31ed02d4,15CSE361,Pattern Recognition,6,8a838345695bde6601698fae7dce0270,Understand and be able to apply the methods of regression and classification,45,60,4,8,1,2,0.5,1,1,"3,1,2,0,0,0,0,0,0,0,0,0,0,0"
CSE,2018-2019,2,8a838345695bde6601698fce31ed02d4,15CSE361,Pattern Recognition,6,8a838345695bde6601698fae7dce0270,Understand and be able to apply the methods of regression and classification,45,60,11,16,2,6,0.6875,1,1,"3,1,2,0,0,0,0,0,0,0,0,0,0,0"
CSE,2018-2019,2,8a838345695bde6601698fce31ed02d4,15CSE361,Pattern Recognition,6,8a838345695bde6601698faedcf30274,"Learn about the Bayes classification framework, the minimum error rate classifier",45,60,12,12,1,3,1,1,1,"3,2,2,0,0,0,0,0,0,0,0,0,0,0"
CSE,2018-2019,2,8a838345695bde6601698fce31ed02d4,15CSE361,Pattern Recognition,6,8a838345695bde6601698faedcf30274,"Learn about the Bayes classification framework, the minimum error rate classifier",45,60,6,6,3,1,1,1,1,"3,2,2,0,0,0,0,0,0,0,0,0,0,0"
CSE,2018-2019,2,8a838345695bde6601698fce31ed02d4,15CSE361,Pattern Recognition,6,8a838345695bde6601698fafeeca0284,"Be able to model, design and develop pattern recognition application for real world applications.",45,60,1,8,2,4,0.125,0,1,"2,2,3,1,2,2,0,0,0,0,0,0,0,0"
CSE,2018-2019,2,8a8383456a2ef3ea016a6c9862c32005,15CSE361,Pattern Recognition,6,8a838345695bde6601698faedcf30274,"Learn about the Bayes classification framework, the minimum error rate classifier",45,60,7,8,1,3,0.875,1,3,"3,2,2,0,0,0,0,0,0,0,0,0,0,0"
CSE,2018-2019,2,8a8383456a2ef3ea016a6c9862c32005,15CSE361,Pattern Recognition,6,8a838345695bde6601698faf20eb0278,"Apply the parameter estimation techniques (MLE, Bayesian Parameter Estimation & Non Parametric Density Estimation) and use it to design real world pattern recognition applications.",45,60,0,6,1,5,0,0,3,"3,3,2,0,0,0,0,0,0,0,0,0,0,0"
CSE,2018-2019,2,8a8383456a2ef3ea016a6c9862c32005,15CSE361,Pattern Recognition,6,8a838345695bde6601698faf20eb0278,"Apply the parameter estimation techniques (MLE, Bayesian Parameter Estimation & Non Parametric Density Estimation) and use it to design real world pattern recognition applications.",45,60,10,12,1,3,0.833333333,1,3,"3,3,2,0,0,0,0,0,0,0,0,0,0,0"
CSE,2018-2019,2,8a8383456a2ef3ea016a6c9862c32005,15CSE361,Pattern Recognition,6,8a838345695bde6601698faf20eb0278,"Apply the parameter estimation techniques (MLE, Bayesian Parameter Estimation & Non Parametric Density Estimation) and use it to design real world pattern recognition applications.",45,60,3,6,3,2,0.5,1,3,"3,3,2,0,0,0,0,0,0,0,0,0,0,0"
CSE,2018-2019,2,8a8383456a2ef3ea016a6c9862c32005,15CSE361,Pattern Recognition,6,8a838345695bde6601698fafbce80280,"Have strong mathematical understanding on the traditional classifiers like Bayes, SVM, and Neural networks",45,60,0,8,1,6,0,0,3,"3,3,3,0,0,0,0,0,0,0,0,0,0,0"
CSE,2018-2019,2,8a8383456a2ef3ea016a6c9862c32005,15CSE361,Pattern Recognition,6,8a838345695bde6601698fafbce80280,"Have strong mathematical understanding on the traditional classifiers like Bayes, SVM, and Neural networks",45,60,4,4,3,1,1,1,3,"3,3,3,0,0,0,0,0,0,0,0,0,0,0"
CSE,2018-2019,2,8a8383456a2ef3ea016a6c9862c32005,15CSE361,Pattern Recognition,6,8a838345695bde6601698fafeeca0284,"Be able to model, design and develop pattern recognition application for real world applications.",45,60,6,6,3,4,1,1,3,"2,2,3,1,2,2,0,0,0,0,0,0,0,0"
CSE,2018-2019,2,8a8383456a2ef3ea016a6cb73763206f,15CSE361,Pattern Recognition,6,8a838345695bde6601698fae7dce0270,Understand and be able to apply the methods of regression and classification,45,60,0,10,2,5,0,0,2,"3,1,2,0,0,0,0,0,0,0,0,0,0,0"
CSE,2018-2019,2,8a8383456a2ef3ea016a6cb73763206f,15CSE361,Pattern Recognition,6,8a838345695bde6601698faedcf30274,"Learn about the Bayes classification framework, the minimum error rate classifier",45,60,0,8,1,3,0,0,2,"3,2,2,0,0,0,0,0,0,0,0,0,0,0"
CSE,2018-2019,2,8a8383456a2ef3ea016a6cb73763206f,15CSE361,Pattern Recognition,6,8a838345695bde6601698faf20eb0278,"Apply the parameter estimation techniques (MLE, Bayesian Parameter Estimation & Non Parametric Density Estimation) and use it to design real world pattern recognition applications.",45,60,0,8,1,6,0,0,2,"3,3,2,0,0,0,0,0,0,0,0,0,0,0"
CSE,2018-2019,2,8a8383456a2ef3ea016a6cb73763206f,15CSE361,Pattern Recognition,6,8a838345695bde6601698faf20eb0278,"Apply the parameter estimation techniques (MLE, Bayesian Parameter Estimation & Non Parametric Density Estimation) and use it to design real world pattern recognition applications.",45,60,0,8,3,6,0,0,2,"3,3,2,0,0,0,0,0,0,0,0,0,0,0"
CSE,2018-2019,2,8a8383456a2ef3ea016a6cb73763206f,15CSE361,Pattern Recognition,6,8a838345695bde6601698fafbce80280,"Have strong mathematical understanding on the traditional classifiers like Bayes, SVM, and Neural networks",45,60,0,8,1,4,0,0,2,"3,3,3,0,0,0,0,0,0,0,0,0,0,0"
CSE,2018-2019,2,8a8383456a2ef3ea016a6cb73763206f,15CSE361,Pattern Recognition,6,8a838345695bde6601698fafeeca0284,"Be able to model, design and develop pattern recognition application for real world applications.",45,60,0,8,1,2,0,0,2,"2,2,3,1,2,2,0,0,0,0,0,0,0,0"
CSE,2017-2018,3,2c9fadbd77ff5d050178030316544ced,15MAT207,Linear Algebra and Its Applications,4,2c9fadbd77ff5d05017802ff98824cc9,"Define a vector space in terms of an arbitrary set with defined operations of vector addition and scalar multiplication that satisfy the vector space axioms. Introduce different examples of vector spaces including matrix spaces, function spaces under different definitions of vector addition and scalar multiplications",45,60,6.2,10,1,2,0.62,1,1,"3,2,1,0,0,0,0,0,0,0,0,0,0,0"
CSE,2017-2018,3,2c9fadbd77ff5d050178030316544ced,15MAT207,Linear Algebra and Its Applications,4,2c9fadbd77ff5d05017803000a984ccd,Identify when a linear system is consistent and when it is inconsistent and interpret the solution geometrically. Dealing with the basis and dimension of the solution space and also with rank and nullity of the matrix,45,60,6.2,10,1,2,0.62,1,1,"3,3,2,0,0,0,0,0,0,0,0,0,0,0"
CSE,2017-2018,3,2c9fadbd77ff5d050178030316544ced,15MAT207,Linear Algebra and Its Applications,4,2c9fadbd77ff5d050178030068b04cd1,Construct an orthonormal basis from a given basis and obtain a basis for the orthogonal complement,45,60,6.2,10,1,2,0.62,1,1,"3,3,2,0,0,0,0,0,0,0,0,0,0,0"
CSE,2017-2018,3,2c9fadbd77ff5d050178030316544ced,15MAT207,Linear Algebra and Its Applications,4,2c9fadbd77ff5d0501780300d7a74cd5,Distinguish between linear and nonlinear transformations. Define the matrix representation of a linear transformation from to Rn to Rn,45,60,6.2,10,1,2,0.62,1,1,"3,2,2,0,0,0,0,0,0,0,0,0,0,0"
CSE,2017-2018,3,2c9fadbd77ff5d050178030316544ced,15MAT207,Linear Algebra and Its Applications,4,2c9fadbd77ff5d050178030132334cd9,"Solve linear systems represented as linear transforms and express linear transforms in other forms, such as matrix equations or as vector equations.",45,60,6.2,10,1,2,0.62,1,1,"3,3,2,0,0,0,0,0,0,0,0,0,0,0"
CSE,2017-2018,3,2c9fadbd77ff5d050178030319df4d11,15MAT207,Linear Algebra and Its Applications,4,2c9fadbd77ff5d05017802ff98824cc9,"Define a vector space in terms of an arbitrary set with defined operations of vector addition and scalar multiplication that satisfy the vector space axioms. Introduce different examples of vector spaces including matrix spaces, function spaces under different definitions of vector addition and scalar multiplications",45,60,7,10,1,2,0.7,1,2,"3,2,1,0,0,0,0,0,0,0,0,0,0,0"
CSE,2017-2018,3,2c9fadbd77ff5d050178030319df4d11,15MAT207,Linear Algebra and Its Applications,4,2c9fadbd77ff5d05017803000a984ccd,Identify when a linear system is consistent and when it is inconsistent and interpret the solution geometrically. Dealing with the basis and dimension of the solution space and also with rank and nullity of the matrix,45,60,7,10,1,2,0.7,1,2,"3,3,2,0,0,0,0,0,0,0,0,0,0,0"
CSE,2017-2018,3,2c9fadbd77ff5d050178030319df4d11,15MAT207,Linear Algebra and Its Applications,4,2c9fadbd77ff5d050178030068b04cd1,Construct an orthonormal basis from a given basis and obtain a basis for the orthogonal complement,45,60,7,10,1,2,0.7,1,2,"3,3,2,0,0,0,0,0,0,0,0,0,0,0"
CSE,2017-2018,3,2c9fadbd77ff5d050178030319df4d11,15MAT207,Linear Algebra and Its Applications,4,2c9fadbd77ff5d0501780300d7a74cd5,Distinguish between linear and nonlinear transformations. Define the matrix representation of a linear transformation from to Rn to Rn,45,60,7,10,1,2,0.7,1,2,"3,2,2,0,0,0,0,0,0,0,0,0,0,0"
CSE,2017-2018,3,2c9fadbd77ff5d050178030319df4d11,15MAT207,Linear Algebra and Its Applications,4,2c9fadbd77ff5d050178030132334cd9,"Solve linear systems represented as linear transforms and express linear transforms in other forms, such as matrix equations or as vector equations.",45,60,7,10,1,2,0.7,1,2,"3,3,2,0,0,0,0,0,0,0,0,0,0,0"
CSE,2017-2018,3,2c9fadbd77ff5d05017803031d3f4d28,15MAT207,Linear Algebra and Its Applications,4,2c9fadbd77ff5d05017802ff98824cc9,"Define a vector space in terms of an arbitrary set with defined operations of vector addition and scalar multiplication that satisfy the vector space axioms. Introduce different examples of vector spaces including matrix spaces, function spaces under different definitions of vector addition and scalar multiplications",45,60,3.2,4,1,2,0.8,1,3,"3,2,1,0,0,0,0,0,0,0,0,0,0,0"
CSE,2017-2018,3,2c9fadbd77ff5d05017803031d3f4d28,15MAT207,Linear Algebra and Its Applications,4,2c9fadbd77ff5d05017803000a984ccd,Identify when a linear system is consistent and when it is inconsistent and interpret the solution geometrically. Dealing with the basis and dimension of the solution space and also with rank and nullity of the matrix,45,60,3.2,4,1,2,0.8,1,3,"3,3,2,0,0,0,0,0,0,0,0,0,0,0"
CSE,2017-2018,3,2c9fadbd77ff5d05017803031d3f4d28,15MAT207,Linear Algebra and Its Applications,4,2c9fadbd77ff5d050178030068b04cd1,Construct an orthonormal basis from a given basis and obtain a basis for the orthogonal complement,45,60,3.2,4,1,2,0.8,1,3,"3,3,2,0,0,0,0,0,0,0,0,0,0,0"
CSE,2017-2018,3,2c9fadbd77ff5d05017803031d3f4d28,15MAT207,Linear Algebra and Its Applications,4,2c9fadbd77ff5d0501780300d7a74cd5,Distinguish between linear and nonlinear transformations. Define the matrix representation of a linear transformation from to Rn to Rn,45,60,3.2,4,1,2,0.8,1,3,"3,2,2,0,0,0,0,0,0,0,0,0,0,0"
CSE,2017-2018,3,2c9fadbd77ff5d05017803031d3f4d28,15MAT207,Linear Algebra and Its Applications,4,2c9fadbd77ff5d050178030132334cd9,"Solve linear systems represented as linear transforms and express linear transforms in other forms, such as matrix equations or as vector equations.",45,60,3.2,4,1,2,0.8,1,3,"3,3,2,0,0,0,0,0,0,0,0,0,0,0"
CSE,2017-2018,3,2c9fadbd77ff5d0501780303218d4d53,15MAT207,Linear Algebra and Its Applications,4,2c9fadbd77ff5d05017802ff98824cc9,"Define a vector space in terms of an arbitrary set with defined operations of vector addition and scalar multiplication that satisfy the vector space axioms. Introduce different examples of vector spaces including matrix spaces, function spaces under different definitions of vector addition and scalar multiplications",45,60,3.7,20,1,2,0.185,0,4,"3,2,1,0,0,0,0,0,0,0,0,0,0,0"
CSE,2017-2018,3,2c9fadbd77ff5d0501780303218d4d53,15MAT207,Linear Algebra and Its Applications,4,2c9fadbd77ff5d05017803000a984ccd,Identify when a linear system is consistent and when it is inconsistent and interpret the solution geometrically. Dealing with the basis and dimension of the solution space and also with rank and nullity of the matrix,45,60,14.3,20,1,2,0.715,1,4,"3,3,2,0,0,0,0,0,0,0,0,0,0,0"
CSE,2017-2018,3,2c9fadbd77ff5d0501780303218d4d53,15MAT207,Linear Algebra and Its Applications,4,2c9fadbd77ff5d050178030068b04cd1,Construct an orthonormal basis from a given basis and obtain a basis for the orthogonal complement,45,60,10,20,1,2,0.5,1,4,"3,3,2,0,0,0,0,0,0,0,0,0,0,0"
CSE,2017-2018,3,2c9fadbd77ff5d0501780303218d4d53,15MAT207,Linear Algebra and Its Applications,4,2c9fadbd77ff5d0501780300d7a74cd5,Distinguish between linear and nonlinear transformations. Define the matrix representation of a linear transformation from to Rn to Rn,45,60,8,20,1,2,0.4,0,4,"3,2,2,0,0,0,0,0,0,0,0,0,0,0"
CSE,2017-2018,3,2c9fadbd77ff5d0501780303218d4d53,15MAT207,Linear Algebra and Its Applications,4,2c9fadbd77ff5d050178030132334cd9,"Solve linear systems represented as linear transforms and express linear transforms in other forms, such as matrix equations or as vector equations.",45,60,9,20,1,2,0.45,1,4,"3,3,2,0,0,0,0,0,0,0,0,0,0,0"
CSE,2017-2018,3,2c9fadbd7804835e017807d14454004a,15MAT201,Discrete Mathematics,2,8a838345683c675d016875389dfc21fb,Understand how to write an argument using logical notation and determine if the argument is        or is not valid.,45,60,6.4,10,1,2,0.64,1,1,"3,2,1,0,0,0,0,0,0,0,0,0,0,0"
CSE,2017-2018,3,2c9fadbd7804835e017807d14454004a,15MAT201,Discrete Mathematics,2,8a838345695bde660169b8afcc104723,Understand the basic principles of sets and operations in sets.,45,60,6.4,10,1,2,0.64,1,1,"3,3,2,0,0,0,0,0,0,0,0,0,0,0"
CSE,2017-2018,3,2c9fadbd7804835e017807d14454004a,15MAT201,Discrete Mathematics,2,8a838345695bde660169b8bffafa54f4,Ability to demonstrate an understanding of relations and functions and be able to determine  their properties,45,60,6.4,10,1,2,0.64,1,1,"3,3,2,0,0,0,0,0,0,0,0,0,0,0"
CSE,2017-2018,3,2c9fadbd7804835e017807d14454004a,15MAT201,Discrete Mathematics,2,8a838345695bde660169be9415b069e7,Ability to  demonstrate different traversal methods for trees and graphs,45,60,6.4,10,1,2,0.64,1,1,"3,2,1,0,0,0,0,0,0,0,0,0,0,0"
CSE,2017-2018,3,2c9fadbd7804835e017807d14454004a,15MAT201,Discrete Mathematics,2,8a838345695bde660169be94a2006a25,Ability to Model problems in Computer Science using graphs and tree.,45,60,6.4,10,1,2,0.64,1,1,"2,3,2,0,0,0,0,0,0,0,0,0,0,0"
CSE,2017-2018,3,2c9fadbd7804835e017807d14815006e,15MAT201,Discrete Mathematics,2,8a838345683c675d016875389dfc21fb,Understand how to write an argument using logical notation and determine if the argument is        or is not valid.,45,60,2.6,10,1,2,0.26,0,2,"3,2,1,0,0,0,0,0,0,0,0,0,0,0"
CSE,2017-2018,3,2c9fadbd7804835e017807d14815006e,15MAT201,Discrete Mathematics,2,8a838345695bde660169b8afcc104723,Understand the basic principles of sets and operations in sets.,45,60,2.6,10,1,2,0.26,0,2,"3,3,2,0,0,0,0,0,0,0,0,0,0,0"
CSE,2017-2018,3,2c9fadbd7804835e017807d14815006e,15MAT201,Discrete Mathematics,2,8a838345695bde660169b8bffafa54f4,Ability to demonstrate an understanding of relations and functions and be able to determine  their properties,45,60,2.6,10,1,2,0.26,0,2,"3,3,2,0,0,0,0,0,0,0,0,0,0,0"
CSE,2017-2018,3,2c9fadbd7804835e017807d14815006e,15MAT201,Discrete Mathematics,2,8a838345695bde660169be9415b069e7,Ability to  demonstrate different traversal methods for trees and graphs,45,60,2.6,10,1,2,0.26,0,2,"3,2,1,0,0,0,0,0,0,0,0,0,0,0"
CSE,2017-2018,3,2c9fadbd7804835e017807d14815006e,15MAT201,Discrete Mathematics,2,8a838345695bde660169be94a2006a25,Ability to Model problems in Computer Science using graphs and tree.,45,60,2.6,10,1,2,0.26,0,2,"2,3,2,0,0,0,0,0,0,0,0,0,0,0"
CSE,2017-2018,3,2c9fadbd7804835e017807d14bba0085,15MAT201,Discrete Mathematics,2,8a838345683c675d016875389dfc21fb,Understand how to write an argument using logical notation and determine if the argument is        or is not valid.,45,60,3.2,4,1,2,0.8,1,3,"3,2,1,0,0,0,0,0,0,0,0,0,0,0"
CSE,2017-2018,3,2c9fadbd7804835e017807d14bba0085,15MAT201,Discrete Mathematics,2,8a838345695bde660169b8afcc104723,Understand the basic principles of sets and operations in sets.,45,60,3.2,4,1,2,0.8,1,3,"3,3,2,0,0,0,0,0,0,0,0,0,0,0"
CSE,2017-2018,3,2c9fadbd7804835e017807d14bba0085,15MAT201,Discrete Mathematics,2,8a838345695bde660169b8bffafa54f4,Ability to demonstrate an understanding of relations and functions and be able to determine  their properties,45,60,3.2,4,1,2,0.8,1,3,"3,3,2,0,0,0,0,0,0,0,0,0,0,0"
CSE,2017-2018,3,2c9fadbd7804835e017807d14bba0085,15MAT201,Discrete Mathematics,2,8a838345695bde660169be9415b069e7,Ability to  demonstrate different traversal methods for trees and graphs,45,60,3.2,4,1,2,0.8,1,3,"3,2,1,0,0,0,0,0,0,0,0,0,0,0"
CSE,2017-2018,3,2c9fadbd7804835e017807d14bba0085,15MAT201,Discrete Mathematics,2,8a838345695bde660169be94a2006a25,Ability to Model problems in Computer Science using graphs and tree.,45,60,3.2,4,1,2,0.8,1,3,"2,3,2,0,0,0,0,0,0,0,0,0,0,0"
CSE,2017-2018,3,2c9fadbd7804835e017807d150bc00b0,15MAT201,Discrete Mathematics,2,8a838345683c675d016875389dfc21fb,Understand how to write an argument using logical notation and determine if the argument is        or is not valid.,45,60,20,20,1,2,1,1,4,"3,2,1,0,0,0,0,0,0,0,0,0,0,0"
CSE,2017-2018,3,2c9fadbd7804835e017807d150bc00b0,15MAT201,Discrete Mathematics,2,8a838345695bde660169b8afcc104723,Understand the basic principles of sets and operations in sets.,45,60,6,20,1,2,0.3,0,4,"3,3,2,0,0,0,0,0,0,0,0,0,0,0"
CSE,2017-2018,3,2c9fadbd7804835e017807d150bc00b0,15MAT201,Discrete Mathematics,2,8a838345695bde660169b8bffafa54f4,Ability to demonstrate an understanding of relations and functions and be able to determine  their properties,45,60,11.6,20,1,2,0.58,1,4,"3,3,2,0,0,0,0,0,0,0,0,0,0,0"
CSE,2017-2018,3,2c9fadbd7804835e017807d150bc00b0,15MAT201,Discrete Mathematics,2,8a838345695bde660169be9415b069e7,Ability to  demonstrate different traversal methods for trees and graphs,45,60,14.4,20,1,2,0.72,1,4,"3,2,1,0,0,0,0,0,0,0,0,0,0,0"
CSE,2017-2018,3,2c9fadbd7804835e017807d150bc00b0,15MAT201,Discrete Mathematics,2,8a838345695bde660169be94a2006a25,Ability to Model problems in Computer Science using graphs and tree.,45,60,13,20,1,2,0.65,1,4,"2,3,2,0,0,0,0,0,0,0,0,0,0,0"
CSE,2018-2019,3,2c9fadbd782db63a0178315c17ea2159,15CSE313,Software Engineering,6,8a838345695bde6601699aaf65fe1fec,Understand the principles of software engineering,50,60,3.2,10,1,2,0.32,0,1,"1,0,0,0,0,0,0,0,0,0,1,0,0,0"
CSE,2018-2019,3,2c9fadbd782db63a0178315c17ea2159,15CSE313,Software Engineering,6,8a838345695bde6601699aafb9b61ff3,Understand various software process models,50,60,3.2,10,1,2,0.32,0,1,"1,3,2,0,0,0,0,0,0,0,0,0,0,0"
