train:fold,0,epoch,0, userid: AM.EN.H4CSE15001, user: 1/960, exams, 62 (108.54 seqs/min), total loss, 0.569125,curr loss, 0.569125, mae, 0.617066, total acc, 0.387097, curr acc, 0.387097, total auc, 0.589744, curr auc, 0.589744, summary, 24/24, 0/38, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16002, user: 160/960, exams, 681 (24.76 seqs/min), total loss, 0.285736,curr loss, 0.255886, mae, 0.505853, total acc, 0.493992, curr acc, 0.502203, total auc, 0.551364, curr auc, 0.547870, summary, 188/269, 154/412, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16003, user: 161/960, exams, 601 (17.97 seqs/min), total loss, 0.285606,curr loss, 0.264727, mae, 0.505873, total acc, 0.493632, curr acc, 0.435940, total auc, 0.551283, curr auc, 0.538385, summary, 37/58, 225/543, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16004, user: 162/960, exams, 659 (32.90 seqs/min), total loss, 0.285416,curr loss, 0.254909, mae, 0.505829, total acc, 0.493779, curr acc, 0.517451, total auc, 0.551361, curr auc, 0.563863, summary, 148/221, 193/438, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16005, user: 163/960, exams, 698 (16.66 seqs/min), total loss, 0.285202,curr loss, 0.250485, mae, 0.505764, total acc, 0.493879, curr acc, 0.510029, total auc, 0.551341, curr auc, 0.548156, summary, 46/87, 310/611, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16007, user: 164/960, exams, 773 (30.70 seqs/min), total loss, 0.284983,curr loss, 0.249188, mae, 0.505688, total acc, 0.494172, curr acc, 0.542044, total auc, 0.551310, curr auc, 0.546290, summary, 120/233, 299/540, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16008, user: 165/960, exams, 741 (15.88 seqs/min), total loss, 0.284670,curr loss, 0.233348, mae, 0.505503, total acc, 0.494997, curr acc, 0.630229, total auc, 0.550855, curr auc, 0.476249, summary, 21/87, 446/654, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16009, user: 166/960, exams, 662 (34.58 seqs/min), total loss, 0.284547,curr loss, 0.264379, mae, 0.505516, total acc, 0.494772, curr acc, 0.457704, total auc, 0.550873, curr auc, 0.553839, summary, 141/443, 162/219, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16011, user: 167/960, exams, 638 (19.06 seqs/min), total loss, 0.284088,curr loss, 0.207886, mae, 0.505163, total acc, 0.496333, curr acc, 0.755486, total auc, 0.551019, curr auc, 0.575235, summary, 16/98, 466/540, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16013, user: 168/960, exams, 659 (35.69 seqs/min), total loss, 0.283719,curr loss, 0.221984, mae, 0.504886, total acc, 0.497299, curr acc, 0.658574, total auc, 0.551198, curr auc, 0.581117, summary, 18/199, 416/460, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16016, user: 169/960, exams, 707 (13.78 seqs/min), total loss, 0.283389,curr loss, 0.227971, mae, 0.504628, total acc, 0.498156, curr acc, 0.642150, total auc, 0.551233, curr auc, 0.557073, summary, 13/235, 441/472, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16018, user: 170/960, exams, 652 (24.71 seqs/min), total loss, 0.282715,curr loss, 0.168810, mae, 0.503971, total acc, 0.500296, curr acc, 0.861963, total auc, 0.550928, curr auc, 0.499390, summary, 2/74, 560/578, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16019, user: 171/960, exams, 741 (9.00 seqs/min), total loss, 0.282047,curr loss, 0.168565, mae, 0.503276, total acc, 0.502200, curr acc, 0.825911, total auc, 0.550821, curr auc, 0.532659, summary, 1/120, 611/621, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16020, user: 172/960, exams, 751 (20.21 seqs/min), total loss, 0.281505,curr loss, 0.188726, mae, 0.502631, total acc, 0.503662, curr acc, 0.753662, total auc, 0.550855, curr auc, 0.556643, summary, 4/184, 562/567, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16021, user: 173/960, exams, 742 (13.22 seqs/min), total loss, 0.280902,curr loss, 0.177303, mae, 0.501845, total acc, 0.505207, curr acc, 0.770889, total auc, 0.551000, curr auc, 0.576003, summary, 3/173, 569/569, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16022, user: 174/960, exams, 681 (31.94 seqs/min), total loss, 0.280916,curr loss, 0.283284, mae, 0.501591, total acc, 0.505519, curr acc, 0.559471, total auc, 0.551220, curr auc, 0.589284, summary, 3/303, 378/378, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16023, user: 175/960, exams, 667 (15.48 seqs/min), total loss, 0.280584,curr loss, 0.222864, mae, 0.500900, total acc, 0.506588, curr acc, 0.692654, total auc, 0.551327, curr auc, 0.569901, summary, 0/204, 462/463, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16024, user: 176/960, exams, 756 (26.92 seqs/min), total loss, 0.280613,curr loss, 0.285591, mae, 0.500540, total acc, 0.507032, curr acc, 0.584656, total auc, 0.551554, curr auc, 0.591238, summary, 0/313, 442/443, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16025, user: 177/960, exams, 695 (14.86 seqs/min), total loss, 0.281513,curr loss, 0.439907, mae, 0.501099, total acc, 0.505907, curr acc, 0.307914, total auc, 0.552051, curr auc, 0.639594, summary, 2/483, 212/212, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16026, user: 178/960, exams, 716 (30.38 seqs/min), total loss, 0.281611,curr loss, 0.298938, mae, 0.500899, total acc, 0.506070, curr acc, 0.534916, total auc, 0.552449, curr auc, 0.622877, summary, 1/332, 382/384, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16027, user: 179/960, exams, 635 (16.77 seqs/min), total loss, 0.281129,curr loss, 0.195311, mae, 0.500194, total acc, 0.507228, curr acc, 0.713386, total auc, 0.553053, curr auc, 0.660500, summary, 1/181, 452/454, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16028, user: 180/960, exams, 659 (29.14 seqs/min), total loss, 0.280205,curr loss, 0.114826, mae, 0.499105, total acc, 0.509485, curr acc, 0.913505, total auc, 0.553004, curr auc, 0.544237, summary, 0/56, 602/603, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16029, user: 181/960, exams, 726 (13.13 seqs/min), total loss, 0.279560,curr loss, 0.163519, mae, 0.498334, total acc, 0.511175, curr acc, 0.815427, total auc, 0.553013, curr auc, 0.554663, summary, 3/135, 589/591, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16030, user: 182/960, exams, 704 (26.97 seqs/min), total loss, 0.279835,curr loss, 0.329667, mae, 0.498576, total acc, 0.510287, curr acc, 0.349432, total auc, 0.553373, curr auc, 0.618471, summary, 7/464, 239/240, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16031, user: 183/960, exams, 699 (15.93 seqs/min), total loss, 0.279450,curr loss, 0.209404, mae, 0.498158, total acc, 0.511196, curr acc, 0.676681, total auc, 0.553815, curr auc, 0.634295, summary, 4/222, 469/477, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16032, user: 184/960, exams, 655 (33.30 seqs/min), total loss, 0.279623,curr loss, 0.311207, mae, 0.498368, total acc, 0.510177, curr acc, 0.323664, total auc, 0.554303, curr auc, 0.643613, summary, 14/455, 198/200, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16034, user: 185/960, exams, 687 (16.29 seqs/min), total loss, 0.279264,curr loss, 0.213232, mae, 0.498046, total acc, 0.511046, curr acc, 0.671033, total auc, 0.554635, curr auc, 0.615749, summary, 5/218, 456/469, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16036, user: 186/960, exams, 727 (27.69 seqs/min), total loss, 0.279322,curr loss, 0.289949, mae, 0.498188, total acc, 0.510081, curr acc, 0.331499, total auc, 0.555219, curr auc, 0.663193, summary, 28/509, 213/218, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16037, user: 187/960, exams, 752 (14.58 seqs/min), total loss, 0.278949,curr loss, 0.209656, mae, 0.497887, total acc, 0.511208, curr acc, 0.720745, total auc, 0.555492, curr auc, 0.606250, summary, 13/193, 529/559, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16039, user: 188/960, exams, 768 (30.54 seqs/min), total loss, 0.278771,curr loss, 0.245551, mae, 0.497811, total acc, 0.511231, curr acc, 0.515625, total auc, 0.555923, curr auc, 0.636675, summary, 49/391, 347/377, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16040, user: 189/960, exams, 616 (19.53 seqs/min), total loss, 0.278408,curr loss, 0.210046, mae, 0.497550, total acc, 0.512503, curr acc, 0.751623, total auc, 0.555906, curr auc, 0.552553, summary, 15/116, 448/500, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16041, user: 190/960, exams, 48 (371.88 seqs/min), total loss, 0.278383,curr loss, 0.273622, mae, 0.497668, total acc, 0.511341, curr acc, 0.291667, total auc, 0.556675, curr auc, 0.702128, summary, 13/46, 1/2, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16042, user: 191/960, exams, 724 (15.24 seqs/min), total loss, 0.278124,curr loss, 0.228928, mae, 0.497527, total acc, 0.512019, curr acc, 0.640884, total auc, 0.556899, curr auc, 0.599453, summary, 57/206, 407/518, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16043, user: 192/960, exams, 711 (29.18 seqs/min), total loss, 0.277915,curr loss, 0.238049, mae, 0.497447, total acc, 0.512370, curr acc, 0.579466, total auc, 0.556852, curr auc, 0.547898, summary, 70/229, 342/482, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16044, user: 193/960, exams, 678 (17.72 seqs/min), total loss, 0.277720,curr loss, 0.240357, mae, 0.497378, total acc, 0.512711, curr acc, 0.578171, total auc, 0.557173, curr auc, 0.618653, summary, 176/358, 216/320, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16046, user: 194/960, exams, 775 (28.15 seqs/min), total loss, 0.277471,curr loss, 0.229376, mae, 0.497247, total acc, 0.513427, curr acc, 0.651613, total auc, 0.557426, curr auc, 0.606343, summary, 66/145, 439/630, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16047, user: 195/960, exams, 710 (17.83 seqs/min), total loss, 0.277239,curr loss, 0.232159, mae, 0.497137, total acc, 0.513979, curr acc, 0.621127, total auc, 0.557808, curr auc, 0.631936, summary, 97/180, 344/530, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16050, user: 196/960, exams, 752 (32.03 seqs/min), total loss, 0.277037,curr loss, 0.237604, mae, 0.497053, total acc, 0.514261, curr acc, 0.569149, total auc, 0.557891, curr auc, 0.574123, summary, 94/197, 334/555, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16051, user: 197/960, exams, 759 (16.09 seqs/min), total loss, 0.276799,curr loss, 0.230325, mae, 0.496930, total acc, 0.514847, curr acc, 0.629776, total auc, 0.558137, curr auc, 0.606367, summary, 74/162, 404/597, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16054, user: 198/960, exams, 678 (34.71 seqs/min), total loss, 0.276523,curr loss, 0.222134, mae, 0.496759, total acc, 0.515599, curr acc, 0.663717, total auc, 0.558453, curr auc, 0.620661, summary, 61/153, 389/525, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16055, user: 199/960, exams, 414 (28.27 seqs/min), total loss, 0.276348,curr loss, 0.241641, mae, 0.496703, total acc, 0.515703, curr acc, 0.536232, total auc, 0.559258, curr auc, 0.718568, summary, 139/308, 83/106, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16057, user: 200/960, exams, 667 (30.27 seqs/min), total loss, 0.275988,curr loss, 0.204321, mae, 0.496435, total acc, 0.516827, curr acc, 0.740630, total auc, 0.559691, curr auc, 0.645820, summary, 25/77, 469/590, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16058, user: 201/960, exams, 650 (18.47 seqs/min), total loss, 0.275642,curr loss, 0.206387, mae, 0.496174, total acc, 0.517831, curr acc, 0.718462, total auc, 0.560215, curr auc, 0.665000, summary, 34/133, 433/517, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16059, user: 202/960, exams, 727 (30.38 seqs/min), total loss, 0.275421,curr loss, 0.231082, mae, 0.496045, total acc, 0.518154, curr acc, 0.583219, total auc, 0.560751, curr auc, 0.668511, summary, 69/321, 355/406, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16060, user: 203/960, exams, 696 (16.55 seqs/min), total loss, 0.275359,curr loss, 0.262832, mae, 0.496082, total acc, 0.517548, curr acc, 0.395115, total auc, 0.561333, curr auc, 0.678917, summary, 110/516, 165/180, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16061, user: 204/960, exams, 653 (37.41 seqs/min), total loss, 0.275073,curr loss, 0.217080, mae, 0.495871, total acc, 0.518307, curr acc, 0.672282, total auc, 0.561633, curr auc, 0.622625, summary, 16/200, 423/453, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16062, user: 205/960, exams, 775 (16.60 seqs/min), total loss, 0.274651,curr loss, 0.188455, mae, 0.495487, total acc, 0.519668, curr acc, 0.797419, total auc, 0.561884, curr auc, 0.613063, summary, 11/140, 607/635, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16063, user: 206/960, exams, 679 (34.65 seqs/min), total loss, 0.274125,curr loss, 0.166383, mae, 0.494973, total acc, 0.521421, curr acc, 0.880707, total auc, 0.561932, curr auc, 0.571831, summary, 1/66, 597/613, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16064, user: 207/960, exams, 718 (16.22 seqs/min), total loss, 0.273676,curr loss, 0.181084, mae, 0.494523, total acc, 0.522717, curr acc, 0.789694, total auc, 0.562311, curr auc, 0.640240, summary, 6/144, 561/574, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16065, user: 208/960, exams, 676 (35.34 seqs/min), total loss, 0.273472,curr loss, 0.231226, mae, 0.494335, total acc, 0.523063, curr acc, 0.594675, total auc, 0.562720, curr auc, 0.647462, summary, 14/284, 388/392, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16066, user: 209/960, exams, 678 (17.80 seqs/min), total loss, 0.273411,curr loss, 0.260710, mae, 0.494294, total acc, 0.522663, curr acc, 0.439528, total auc, 0.563408, curr auc, 0.706466, summary, 19/392, 279/286, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16067, user: 210/960, exams, 826 (27.83 seqs/min), total loss, 0.273564,curr loss, 0.305629, mae, 0.494470, total acc, 0.521662, curr acc, 0.312349, total auc, 0.564027, curr auc, 0.693434, summary, 40/605, 218/221, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16068, user: 211/960, exams, 732 (17.16 seqs/min), total loss, 0.273629,curr loss, 0.287356, mae, 0.494553, total acc, 0.520983, curr acc, 0.378415, total auc, 0.564572, curr auc, 0.679057, summary, 12/466, 265/266, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16069, user: 212/960, exams, 638 (32.88 seqs/min), total loss, 0.273096,curr loss, 0.160611, mae, 0.493945, total acc, 0.522370, curr acc, 0.815047, total auc, 0.565131, curr auc, 0.683074, summary, 2/116, 518/522, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16070, user: 213/960, exams, 748 (16.08 seqs/min), total loss, 0.272702,curr loss, 0.189153, mae, 0.493517, total acc, 0.523238, curr acc, 0.707219, total auc, 0.565844, curr auc, 0.717079, summary, 10/220, 519/528, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16102, user: 214/960, exams, 787 (29.64 seqs/min), total loss, 0.272370,curr loss, 0.201667, mae, 0.493172, total acc, 0.524070, curr acc, 0.701398, total auc, 0.566124, curr auc, 0.625632, summary, 5/228, 547/559, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16103, user: 215/960, exams, 831 (14.07 seqs/min), total loss, 0.272143,curr loss, 0.223596, mae, 0.492950, total acc, 0.524521, curr acc, 0.620939, total auc, 0.566409, curr auc, 0.627481, summary, 4/303, 512/528, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16105, user: 216/960, exams, 759 (33.43 seqs/min), total loss, 0.271666,curr loss, 0.168948, mae, 0.492435, total acc, 0.525886, curr acc, 0.819499, total auc, 0.566702, curr auc, 0.629607, summary, 7/139, 615/620, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16106, user: 217/960, exams, 315 (39.99 seqs/min), total loss, 0.271607,curr loss, 0.258870, mae, 0.492368, total acc, 0.525526, curr acc, 0.447619, total auc, 0.567432, curr auc, 0.725097, summary, 9/180, 132/135, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16107, user: 218/960, exams, 819 (27.80 seqs/min), total loss, 0.270997,curr loss, 0.138609, mae, 0.491694, total acc, 0.527276, curr acc, 0.907204, total auc, 0.567559, curr auc, 0.595186, summary, 1/68, 742/751, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16108, user: 219/960, exams, 777 (14.33 seqs/min), total loss, 0.270417,curr loss, 0.144016, mae, 0.491036, total acc, 0.528941, curr acc, 0.891892, total auc, 0.567397, curr auc, 0.532081, summary, 0/75, 693/702, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16112, user: 220/960, exams, 740 (32.18 seqs/min), total loss, 0.270555,curr loss, 0.300804, mae, 0.491172, total acc, 0.528030, curr acc, 0.328378, total auc, 0.568041, curr auc, 0.709167, summary, 11/503, 232/237, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16113, user: 221/960, exams, 816 (14.83 seqs/min), total loss, 0.270002,curr loss, 0.148353, mae, 0.490534, total acc, 0.529550, curr acc, 0.863971, total auc, 0.568065, curr auc, 0.573219, summary, 0/105, 705/711, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16115, user: 222/960, exams, 767 (30.60 seqs/min), total loss, 0.269681,curr loss, 0.198680, mae, 0.490125, total acc, 0.530230, curr acc, 0.680574, total auc, 0.568694, curr auc, 0.707775, summary, 10/253, 512/514, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16116, user: 223/960, exams, 805 (14.97 seqs/min), total loss, 0.269016,curr loss, 0.121455, mae, 0.489339, total acc, 0.531975, curr acc, 0.919255, total auc, 0.568994, curr auc, 0.635480, summary, 0/58, 740/747, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16117, user: 224/960, exams, 706 (34.22 seqs/min), total loss, 0.268402,curr loss, 0.131471, mae, 0.488585, total acc, 0.533514, curr acc, 0.876771, total auc, 0.569457, curr auc, 0.672703, summary, 0/84, 619/622, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16118, user: 225/960, exams, 830 (14.06 seqs/min), total loss, 0.267980,curr loss, 0.173495, mae, 0.488033, total acc, 0.534618, curr acc, 0.781928, total auc, 0.569721, curr auc, 0.628974, summary, 6/184, 643/646, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16119, user: 226/960, exams, 749 (29.47 seqs/min), total loss, 0.267316,curr loss, 0.117845, mae, 0.487193, total acc, 0.536246, curr acc, 0.902537, total auc, 0.569928, curr auc, 0.616368, summary, 0/71, 676/678, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16120, user: 227/960, exams, 734 (16.58 seqs/min), total loss, 0.267175,curr loss, 0.235348, mae, 0.486913, total acc, 0.536578, curr acc, 0.611717, total auc, 0.570286, curr auc, 0.651301, summary, 1/284, 448/450, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16121, user: 228/960, exams, 752 (31.02 seqs/min), total loss, 0.266460,curr loss, 0.104116, mae, 0.485971, total acc, 0.538244, curr acc, 0.916223, total auc, 0.570505, curr auc, 0.620081, summary, 0/62, 689/690, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16122, user: 229/960, exams, 778 (15.07 seqs/min), total loss, 0.266313,curr loss, 0.232815, mae, 0.485630, total acc, 0.538688, curr acc, 0.640103, total auc, 0.570855, curr auc, 0.650823, summary, 2/281, 496/497, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16124, user: 230/960, exams, 757 (29.20 seqs/min), total loss, 0.265929,curr loss, 0.178005, mae, 0.485012, total acc, 0.539603, curr acc, 0.749009, total auc, 0.571304, curr auc, 0.673994, summary, 0/189, 567/568, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16125, user: 231/960, exams, 785 (15.45 seqs/min), total loss, 0.265888,curr loss, 0.256441, mae, 0.484773, total acc, 0.539809, curr acc, 0.587261, total auc, 0.571746, curr auc, 0.673593, summary, 0/323, 461/462, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16126, user: 232/960, exams, 769 (28.13 seqs/min), total loss, 0.265232,curr loss, 0.113657, mae, 0.483845, total acc, 0.541316, curr acc, 0.889467, total auc, 0.571799, curr auc, 0.583965, summary, 0/84, 684/685, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16128, user: 233/960, exams, 813 (14.60 seqs/min), total loss, 0.264684,curr loss, 0.137510, mae, 0.483035, total acc, 0.542588, curr acc, 0.837638, total auc, 0.572094, curr auc, 0.640451, summary, 0/130, 681/683, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16129, user: 234/960, exams, 798 (28.56 seqs/min), total loss, 0.264251,curr loss, 0.163396, mae, 0.482359, total acc, 0.543606, curr acc, 0.780702, total auc, 0.572512, curr auc, 0.669981, summary, 0/173, 623/625, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16130, user: 235/960, exams, 789 (15.37 seqs/min), total loss, 0.264722,curr loss, 0.375030, mae, 0.482675, total acc, 0.542711, curr acc, 0.333333, total auc, 0.573147, curr auc, 0.721672, summary, 5/530, 258/259, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16131, user: 236/960, exams, 801 (28.03 seqs/min), total loss, 0.264152,curr loss, 0.130158, mae, 0.481856, total acc, 0.544030, curr acc, 0.853933, total auc, 0.573421, curr auc, 0.637967, summary, 3/118, 681/683, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16132, user: 237/960, exams, 778 (15.65 seqs/min), total loss, 0.264340,curr loss, 0.308845, mae, 0.481895, total acc, 0.543605, curr acc, 0.443445, total auc, 0.574114, curr auc, 0.737443, summary, 4/437, 341/341, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16134, user: 238/960, exams, 824 (30.03 seqs/min), total loss, 0.263898,curr loss, 0.158995, mae, 0.481270, total acc, 0.544646, curr acc, 0.791262, total auc, 0.574533, curr auc, 0.673951, summary, 4/175, 648/649, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16135, user: 239/960, exams, 727 (17.11 seqs/min), total loss, 0.263972,curr loss, 0.281576, mae, 0.481253, total acc, 0.544347, curr acc, 0.473177, total auc, 0.575121, curr auc, 0.715081, summary, 9/392, 335/335, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16136, user: 240/960, exams, 728 (30.63 seqs/min), total loss, 0.263258,curr loss, 0.092709, mae, 0.480387, total acc, 0.546108, curr acc, 0.967033, total auc, 0.575015, curr auc, 0.549597, summary, 0/22, 704/706, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16137, user: 241/960, exams, 760 (15.43 seqs/min), total loss, 0.262711,curr loss, 0.131337, mae, 0.479715, total acc, 0.547522, curr acc, 0.886842, total auc, 0.575036, curr auc, 0.580189, summary, 0/84, 674/676, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16140, user: 242/960, exams, 775 (29.69 seqs/min), total loss, 0.262186,curr loss, 0.135683, mae, 0.479090, total acc, 0.548880, curr acc, 0.876129, total auc, 0.575283, curr auc, 0.634820, summary, 2/95, 677/680, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16142, user: 243/960, exams, 791 (15.12 seqs/min), total loss, 0.262225,curr loss, 0.271643, mae, 0.479107, total acc, 0.548395, curr acc, 0.431100, total auc, 0.575934, curr auc, 0.733400, summary, 7/456, 334/335, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16143, user: 244/960, exams, 776 (30.04 seqs/min), total loss, 0.262388,curr loss, 0.302150, mae, 0.479284, total acc, 0.547515, curr acc, 0.333763, total auc, 0.576420, curr auc, 0.694470, summary, 7/524, 252/252, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16149, user: 245/960, exams, 712 (17.25 seqs/min), total loss, 0.261861,curr loss, 0.133243, mae, 0.478670, total acc, 0.548932, curr acc, 0.894663, total auc, 0.576773, curr auc, 0.663070, summary, 0/73, 637/639, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16150, user: 246/960, exams, 847 (26.93 seqs/min), total loss, 0.261737,curr loss, 0.231272, mae, 0.478539, total acc, 0.549115, curr acc, 0.593861, total auc, 0.577116, curr auc, 0.661129, summary, 15/357, 488/490, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16151, user: 247/960, exams, 793 (14.90 seqs/min), total loss, 0.261187,curr loss, 0.125832, mae, 0.477935, total acc, 0.550670, curr acc, 0.933165, total auc, 0.577956, curr auc, 0.784510, summary, 1/49, 739/744, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16152, user: 248/960, exams, 733 (30.64 seqs/min), total loss, 0.260678,curr loss, 0.134942, mae, 0.477363, total acc, 0.552107, curr acc, 0.907231, total auc, 0.578269, curr auc, 0.655677, summary, 3/68, 662/665, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16153, user: 249/960, exams, 796 (15.06 seqs/min), total loss, 0.260324,curr loss, 0.172690, mae, 0.476949, total acc, 0.553043, curr acc, 0.785176, total auc, 0.578512, curr auc, 0.638686, summary, 0/163, 625/633, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16155, user: 250/960, exams, 820 (30.99 seqs/min), total loss, 0.260052,curr loss, 0.192321, mae, 0.476631, total acc, 0.553729, curr acc, 0.724390, total auc, 0.578835, curr auc, 0.659318, summary, 11/235, 583/585, predicted scores: [] 
train:fold,0,epoch,0, userid: AM.EN.U4CSE16156, user: 251/960, exams, 805 (14.95 seqs/min), total loss, 0.259967,curr loss, 0.238581, mae, 0.476534, total acc, 0.553745, curr acc, 0.557764, total auc, 0.579211, curr auc, 0.673025, summary, 4/358, 445/447, predicted scores: [] 
